_date_	r_nvda
2023-07-03	NA
2023-07-04	-0.22658338936372148
2023-07-05	-0.50699709105122
2023-07-06	0.9455450037947344
2023-07-07	-0.76283693171630416
2023-07-10	0.5320265573514504
2023-07-11	3.469355535079144
2023-07-12	4.618147464544764
2023-07-13	-1.1110621595686876
2023-07-14	2.1582561369845264
2023-07-17	2.1990134442174904
2023-07-18	-0.8818956930005672
2023-07-19	-3.3632728274591184
2023-07-20	-2.6964044578163372
2023-07-21	0.68151254273041136
2023-07-24	2.36358737370419
2023-07-25	-0.49819988028092512
2023-07-26	0.98085072300562176
2023-07-27	1.8349069121017968
2023-07-28	-0.04493787718389264
2023-07-31	-0.4762018441979432
2023-08-01	-4.931824887118852
2023-08-02	0.55415327094414656
2023-08-03	0.36998349847703336
2023-08-04	1.636053314162611
2023-08-07	-1.671878344348432
2023-08-08	-4.8393947541086832
2023-08-09	-0.39086299813813064
2023-08-10	-3.6836048750040536
2023-08-11	6.8530902186377144
2023-08-14	0.42649567172308168
2023-08-15	-1.0385981655196996
2023-08-16	-0.32707497932045192
2023-08-17	-0.1038741445479996
2023-08-18	8.1315642047392608
2023-08-21	-2.8047373186711244
2023-08-22	3.1214942291408308
2023-08-23	0.099687513189250512
2023-08-24	-2.457688902708366
2023-08-25	1.7598014314882172
2023-08-28	4.0771691787750088
2023-08-29	0.97911643453971744
2023-08-30	0.184547983094685
2023-08-31	-1.7289665394139674
2023-09-01	0.080364847184144496
2023-09-04	-3.1026012601983676
2023-09-05	-1.757782301054922
2023-09-06	-1.4573266326574518
2023-09-07	-0.86834278562739616
2023-09-08	-0.68408277842126888
2023-09-11	1.3613361094098054
2023-09-12	0.21083477193095668
2023-09-13	-3.7576647384911952
2023-09-14	0.1502158527348918
2023-09-15	-1.0195913056284756
2023-09-18	-2.9876646263454988
2023-09-19	-2.935738989043246
2023-09-20	1.4353782139324256
2023-09-21	1.4600999367537782
2023-09-22	-0.73929977279978416
2023-09-25	1.3202477405134694
2023-09-26	1.4516803631448028
2023-09-27	0.94702719527579584
2023-09-28	2.9068329224292368
2023-09-29	-2.8654647802030196
2023-10-02	1.196936812823779
2023-10-03	1.4584026159882412
2023-10-04	2.374902439572768
2023-10-05	-1.0743306072447556
2023-10-06	1.1529774718057162
2023-10-09	2.1770915982091576
2023-10-10	0.29652115227594144
2023-10-11	-3.2121850816146048
2023-10-12	1.3849727106022058
2023-10-13	-4.7924963915826792
2023-10-16	-4.0454093262203728
2023-10-17	-0.22539234512031216
2023-10-18	-1.7104845686115588
2023-10-19	3.7651928301497776
2023-10-20	1.588237662457903
2023-10-23	-4.4107198733238648
2023-10-24	-3.5397326698263676
2023-10-25	0.43054645891662528
2023-10-26	1.6189333884708112
2023-10-27	-0.92995720591844128
2023-10-30	3.7186359675806632
2023-10-31	2.752078462827834
2023-11-01	3.3874752020145672
2023-11-02	1.6440069330728058
