_date_	ar_aapl
2023-07-03	NA
2023-07-04	-0.44572599983017616
2023-07-05	0.86026797060812736
2023-07-06	-0.48278809783402312
2023-07-07	-1.2138807765291364
2023-07-10	-0.67223474496596688
2023-07-11	0.06825757217272044
2023-07-12	-0.72997908955559248
2023-07-13	0.21753031406341548
2023-07-14	1.04880414756787
2023-07-17	-0.67997246949868584
2023-07-18	0.69244410822423616
2023-07-19	0.51204841342056136
2023-07-20	-0.4492092299938848
2023-07-21	0.29548659745777984
2023-07-24	0.01598019306778009
2023-07-25	0.55294125382010192
2023-07-26	-0.24960088478431496
2023-07-27	-0.022713038431573908
2023-07-28	0.17631758284379508
2023-07-31	-0.10109569558986332
2023-08-01	0.056154077090666552
2023-08-02	-0.65288795250901176
2023-08-03	-4.6461034999157448
2023-08-04	-2.1767814204298764
2023-08-07	1.1174058051437874
2023-08-08	-0.029399100123181476
2023-08-09	-0.19855796940846904
2023-08-10	0.54137325602605344
2023-08-11	0.17995344025619498
2023-08-14	-0.27721979642540652
2023-08-15	0.35706467412906816
2023-08-16	-0.59510940023222584
2023-08-17	0.43504949289330632
2023-08-18	-0.34855141525685496
2023-08-21	0.75260395730338848
2023-08-22	1.025236749602101
2023-08-23	-1.2586043363418848
2023-08-24	0.58152850494220544
2023-08-25	0.27729195004314612
2023-08-28	0.90511555668290384
2023-08-29	1.5139473290662644
2023-08-30	0.045585239442323984
2023-08-31	0.86930652421396208
2023-09-01	0.19329564232859504
2023-09-04	-2.856232053828946
2023-09-05	-2.3037189929636116
2023-09-06	0.29111109880536096
2023-09-07	-0.15617902997713818
2023-09-08	-0.948575252942264
2023-09-11	-1.3944840483481872
2023-09-12	0.2914551237360884
2023-09-13	0.74630784573948176
2023-09-14	1.6770646638605232
2023-09-15	0.79742126574218112
2023-09-18	-0.88290007996851376
2023-09-19	0.46059605934239344
2023-09-20	0.57065743484379504
2023-09-21	0.41669619962743944
2023-09-22	-1.2038409365823684
2023-09-25	-1.0471872708231778
2023-09-26	-0.44069782224974056
2023-09-27	0.21438308956722336
2023-09-28	0.9949720062262304
2023-09-29	0.60759515015042312
2023-10-02	-0.24380173425360276
2023-10-03	0.81674778887442384
2023-10-04	0.31342055337628548
2023-10-05	0.56413034428219536
2023-10-06	-0.75080346421381344
2023-10-09	0.27699629632294088
2023-10-10	0.9739423947136704
2023-10-11	-0.11919606316885678
2023-10-12	-0.93436407209109824
2023-10-13	-0.68753677765069096
2023-10-16	0.46351256467405984
2023-10-17	0.50094941627262976
2023-10-18	-0.34009407405068236
2023-10-19	-0.11474380994115196
2023-10-20	-0.41558387526329
2023-10-23	0.44725088624852448
2023-10-24	-1.1828113428446256
2023-10-25	0.52911708526734112
2023-10-26	0.39064054752342728
2023-10-27	-0.06078586511156092
2023-10-30	0.67981039088765624
2023-10-31	0.76659908033054976
2023-11-01	-1.5152356778033202
2023-11-02	1.240582481888878
2023-11-03	0.79266253993875408
2023-11-06	0.54027873292738816
2023-11-07	0.4415198339198488
2023-11-08	0.8241447131688584
2023-11-09	-0.69083181939798656
2023-11-10	-0.28643401744542428
2023-11-13	0.2646259625853896
2023-11-14	0.85926730879057296
2023-11-15	-0.061670007289809248
2023-11-16	0.11469152762603684
2023-11-17	0.02028181923225092
2023-11-20	0.02235991745526844
2023-11-21	-0.61583038245094312
2023-11-22	-0.034267817502169376
2023-11-23	0.12203061766774546
2023-11-24	-0.41310872330403216
2023-11-27	0.48160656504908384
2023-11-28	0.28284096503276592
2023-11-29	-0.32713634282771196
2023-11-30	1.8658432635145764
2023-12-01	-0.1313657551499654
2023-12-04	0.02639036933722838
2023-12-05	0.4229734550825568
2023-12-06	-1.4357763091768624
2023-12-07	0.28937423602933932
2023-12-08	0.66302094630892416
2023-12-11	-0.051061202217609904
2023-12-12	-0.52184875055005464
2023-12-13	-1.2912722787288296
2023-12-14	0.063339311364249752
2023-12-15	0.039434727950486304
2023-12-18	-0.98142593759033728
2023-12-19	-0.688313516977892
2023-12-20	-0.67141633890438656
2023-12-21	-0.057459763175484248
2023-12-22	0.2520236631500032
2023-12-25	-0.12670707698150308
2023-12-26	-2.4286191316102112
2023-12-27	0.12411471970539834
2023-12-28	-0.85636326415250224
2023-12-29	-0.46142411056564872
2024-01-01	0.80634612427168048
2024-01-02	-0.28517892462145428
2024-01-03	0.026618478126562928
2024-01-04	-0.3153425425569082
2024-01-05	0.17517983135696666
2024-01-08	-1.0903843676816336
2024-01-09	-0.073076935522756512
2024-01-10	2.2369678883273112
2024-01-11	0.32150827428841232
2024-01-12	0.98383513758641248
2024-01-15	0.3612663607150924
2024-01-16	-0.60387570655711128
2024-01-17	-0.29463556001292524
2024-01-18	-0.63480547026307944
2024-01-19	-1.1618127837650216
2024-01-22	-1.3782761307535232
2024-01-23	-0.29510893643338276
2024-01-24	0.38824973128860648
2024-01-25	-1.7936669013384516
2024-01-26	1.1364000042623636
2024-01-29	0.81646713441112912
2024-01-30	-0.62037537838551816
2024-01-31	-0.73892832984966688
2024-02-01	-0.48780534603788048
2024-02-02	-0.67381435101613384
2024-02-05	0.20465951528184112
2024-02-06	-1.4168804238488732
2024-02-07	-0.36405029881898152
2024-02-08	-0.23392554764072036
2024-02-09	0.27259152795290588
2024-02-12	0.66169867278945072
2024-02-13	-1.0032858325572072
2024-02-14	-0.79386691842314944
2024-02-15	-0.6437428973173248
2024-02-16	0.5484071930205896
2024-02-19	-0.25421362589922792
2024-02-20	-1.0181882842137632
2024-02-21	-1.4219444718468098
2024-02-22	-2.2571666524150124
2024-02-23	-1.6561055422278452
2024-02-26	-1.0002075840769536
2024-02-27	-1.1559923384727694
2024-02-28	1.87962112980197
2024-02-29	1.4862845437459924
2024-03-01	-0.82876075405686384
2024-03-04	-0.81340169363982288
2024-03-05	1.3198228083807502
2024-03-06	0.49810872098506368
2024-03-07	0.051168772734069944
2024-03-08	1.072316002461784
2024-03-11	0.55931763251380928
2024-03-12	-4.3062469778769792
2024-03-13	0.41947028331661736
2024-03-14	-0.625733206966092
2024-03-15	-0.35177844299395912
2024-03-18	1.734353177692478
2024-03-19	-0.9619379906385664
2024-03-20	-0.91662274622453696
2024-03-21	0.0086064592519949904
2024-03-22	0.32218385809201716
2024-03-25	0.55307738589316368
2024-03-26	-0.44405779837910616
2024-03-27	-0.68299280464467368
2024-03-28	0.49504397849854856
2024-03-29	-0.49629657053258424
2024-04-01	3.0268412192414332
2024-04-02	2.0669632583129552
2024-04-03	-0.87701667355505312
2024-04-04	-1.8341809262756012
2024-04-05	0.035305303569811764
2024-04-08	-0.180200164131765
2024-04-09	0.294590861688218
2024-04-10	-0.28795364420218104
2024-04-11	-0.5049454177524644
2024-04-12	1.1972679088411038
2024-04-15	0.99508878926297408
2024-04-16	-1.804106519829706
2024-04-17	2.2076528996850536
2024-04-18	-0.33015800831340856
2024-04-19	-0.35158346250922452
2024-04-22	1.0939424528580272
2024-04-23	4.377833771026216
2024-04-24	-1.7729346874694758
2024-04-25	0.46375077414921912
2024-04-26	0.32988815674964368
2024-04-29	0.81162203330565856
2024-04-30	-0.65722510267578696
2024-05-01	1.5475182589130244
2024-05-02	0.078893804295878784
2024-05-03	0.2073721673187552
2024-05-06	0.26607468901189312
2024-05-07	0.079985666755122544
2024-05-08	0.14859784601733272
2024-05-09	0.5292484756840864
2024-05-10	-0.61145191704760504
2024-05-13	-1.8325033193988892
2024-05-14	0.85226441281210368
2024-05-15	-0.41173062841283048
2024-05-16	0.59581195303160976
2024-05-17	1.3317205678102356
2024-05-20	0.51967546523861104
2024-05-21	0.52353255224618576
2024-05-22	0.051618961073106584
2024-05-23	-0.63246857223299432
2024-05-24	-0.63919939731703888
2024-05-27	1.4121712232795842
2024-05-28	-2.1764084002225208
2024-05-29	6.3835500961228176
2024-05-30	1.7192322980764076
2024-05-31	0.31251589667262016
2024-06-03	-0.89833553502731984
2024-06-04	1.26619390018343
2024-06-05	-1.1157992624251976
2024-06-06	-1.5865502047497964
2024-06-07	-0.90671748452786
2024-06-10	1.1232781618642846
2024-06-11	-0.46143092180103304
2024-06-12	1.629321016376624
2024-06-13	0.1883613277455928
2024-06-14	-1.1105222559453894
2024-06-17	2.2763854527415504
2024-06-18	1.012160557367409
2024-06-19	-0.054888755715444272
2024-06-20	1.4907149254276754
2024-06-21	0.45894259099073472
2024-06-24	0.28537649357558604
2024-06-25	1.0122523292291242
2024-06-26	-0.89743943922264384
2024-06-27	0.847962979719024
2024-06-28	1.3764777323327722
2024-07-01	0.043657694556960504
2024-07-02	-0.4987112797361384
2024-07-03	-1.5521587163770096
2024-07-04	0.66092350765642264
2024-07-05	-1.2948609824568388
2024-07-08	0.51932159010441136
2024-07-09	-0.1962848035471012
2024-07-10	0.209309330524152
2024-07-11	-0.52012849745220816
2024-07-12	0.086566384045253024
2024-07-15	1.2104474597314386
2024-07-16	-0.40484744752302104
2024-07-17	0.024623553395564544
2024-07-18	2.4946506169113212
2024-07-19	-2.3708217379686352
2024-07-22	-1.7186134160006402
2024-07-23	2.020498799367008
2024-07-24	-0.40714519233280376
2024-07-25	1.0008820073245288
2024-07-26	0.56647244482077832
2024-07-29	-0.037996221810442376
2024-07-30	0.1919982334881238
2024-07-31	-0.33599673763749748
2024-08-01	0.445614595134758
2024-08-02	-1.0702480048339514
2024-08-05	0.529361488753482
2024-08-06	-0.45623225443004056
2024-08-07	0.41403198936734368
2024-08-08	-0.031378396185473668
2024-08-09	0.78442005451303216
2024-08-12	0.26375806840452864
2024-08-13	0.15594437243292414
2024-08-14	1.6217347046679894
2024-08-15	-1.1530744194059754
2024-08-16	-0.32469763117742544
2024-08-19	-0.633266430198826
2024-08-20	0.51506891677460608
2024-08-21	1.1956590193334974
2024-08-22	-0.79338408062000704
2024-08-23	-0.96217940645797824
2024-08-26	-0.40900077741312968
2024-08-27	-0.66911282141140208
2024-08-28	-0.58548494413077216
2024-08-29	-2.4258846028415956
2024-08-30	0.077869342774243312
2024-09-02	2.020613420420558
2024-09-03	1.8381161420327752
2024-09-04	-0.016029663417232998
2024-09-05	-0.85659110873174
2024-09-06	-0.00010879432998356364
2024-09-09	-0.46182976580180616
2024-09-10	0.080946499439991664
2024-09-11	0.413482952230386
2024-09-12	1.9911805528353776
2024-09-13	-1.8176125746416204
2024-09-16	0.20147795332025264
2024-09-17	-0.4535006414374764
2024-09-18	-0.38042140988962424
2024-09-19	-1.4009257959917458
2024-09-20	0.78436623485032864
2024-09-23	1.2301888750905236
2024-09-24	-0.1697334211574208
2024-09-25	-0.88577659976151808
