_date_	r_msft
2023-07-03	NA
2023-07-04	0.047335884205512712
2023-07-05	0.91843154012689616
2023-07-06	-1.1938388416182554
2023-07-07	-1.611279420184708
2023-07-10	0.19269037320484016
2023-07-11	1.4126627051684438
2023-07-12	1.6062359762592848
2023-07-13	0.75010531944359472
2023-07-14	0.14184307459368384
2023-07-17	3.902806509349244
2023-07-18	-1.2343203447741758
2023-07-19	-2.3392922362497792
2023-07-20	-0.89772341125931024
2023-07-21	0.3890361446059032
2023-07-24	1.6865970577168098
2023-07-25	-3.8363966066797592
2023-07-26	-2.1093110002495584
2023-07-27	2.2867862946634788
2023-07-28	-0.72668894902792048
2023-07-31	0.12494510658722646
2023-08-01	-2.663445256192354
2023-08-02	-0.25682347094404536
2023-08-03	0.34228178349540172
2023-08-04	0.70832399857758688
2023-08-07	-1.2375230443231188
2023-08-08	-1.1785030255461848
2023-08-09	0.21699231127483288
2023-08-10	-0.59632123536532688
2023-08-11	0.9394756914096192
2023-08-14	-0.67504295194504848
2023-08-15	-0.24313752185642912
2023-08-16	-1.1047187685357506
2023-08-17	-0.12630484130511376
2023-08-18	1.6918917489614494
2023-08-21	0.18001492832198096
2023-08-22	1.3980928796508252
2023-08-23	-2.1732791243110228
2023-08-24	0.93630851058703616
2023-08-25	0.2226793287992912
2023-08-28	1.444571426965524
2023-08-29	0.11563555060094544
2023-08-30	-0.31374495321330188
2023-08-31	0.27420022139494904
2023-09-01	1.4769052333543974
2023-09-04	-0.20107194464067392
2023-09-05	-0.89621717996983824
2023-09-06	1.3129102265906134
2023-09-07	1.0919425893132662
2023-09-08	-1.8426622923122692
2023-09-11	1.2847847501274324
2023-09-12	0.78250424212251696
2023-09-13	-2.5355597780409412
2023-09-14	-0.35189957895020996
2023-09-15	-0.12467954039792062
2023-09-18	-2.4269065703632188
2023-09-19	-0.38730450652142424
2023-09-20	-0.79177734585513808
2023-09-21	0.16703982394554728
2023-09-22	-1.7152055599717108
2023-09-25	0.20803258804722448
2023-09-26	0.27138064360876512
2023-09-27	0.67050043652558952
2023-09-28	1.8979432829381972
2023-09-29	-2.648189769114584
2023-10-02	1.7617252568442154
2023-10-03	0.12533306834177082
2023-10-04	2.4435949241621736
2023-10-05	0.7792134831289488
2023-10-06	-0.43450917280036808
2023-10-09	1.2197244896098524
