_date_	ar_nvda
2023-07-03	NA
2023-07-04	0.068718523240709872
2023-07-05	1.1410211566128086
2023-07-06	1.1391693469580054
2023-07-07	-1.2374336257764104
2023-07-10	-0.72090323149154096
2023-07-11	0.95383503311493056
2023-07-12	1.207866287817097
2023-07-13	-0.82829246947263328
2023-07-14	0.10475297473750578
2023-07-17	0.49655920358070408
2023-07-18	-1.0371703361458258
2023-07-19	0.94413014398493184
2023-07-20	-2.3265751183881228
2023-07-21	0.19748272218347156
2023-07-24	0.98442308912645456
2023-07-25	-0.32956196281694248
2023-07-26	2.0518179329195992
2023-07-27	-2.2410379498155076
2023-07-28	-0.5699420025648048
2023-07-31	0.35329984674815416
2023-08-01	-0.362478985263702
2023-08-02	0.67205094212989928
2023-08-03	1.0476203708397762
2023-08-04	0.25108977820728316
2023-08-07	-0.087799901368816656
2023-08-08	-2.436502216640398
2023-08-09	-0.72810630461587552
2023-08-10	-2.3315694282231208
2023-08-11	4.5442773732793544
2023-08-14	2.76873137512411
2023-08-15	1.3183314136831896
2023-08-16	2.078819072454454
2023-08-17	0.22236282703682496
2023-08-18	4.7666747670179304
2023-08-21	-3.0253645164009436
2023-08-22	-0.32074186106242308
2023-08-23	4.0196822442148328
2023-08-24	-4.5341741305676496
2023-08-25	-0.10955388268074228
2023-08-28	0.32605290552929668
2023-08-29	-0.25733387262747452
2023-08-30	-0.14277543650790824
2023-08-31	-1.7717898223802644
2023-09-01	0.15396685565312368
2023-09-04	-0.93551608021551488
2023-09-05	0.050111216541533168
2023-09-06	-1.7436980853152016
2023-09-07	-3.354764618951502
2023-09-08	1.435118795567639
2023-09-11	0.65612473286150464
2023-09-12	-1.5991804945555466
2023-09-13	-0.50671988140650152
2023-09-14	0.030092434888993908
2023-09-15	-0.61386630249246184
2023-09-18	0.18794476544863816
2023-09-19	0.86889640733614464
2023-09-20	1.5400635851002302
2023-09-21	0.41647709003039048
2023-09-22	2.5153180342825316
2023-09-25	0.75556592844208992
2023-09-26	-0.38786870066006832
2023-09-27	0.56686163446717984
2023-09-28	1.4021137509906138
2023-09-29	1.0379927029398792
2023-10-02	-1.7410880988964506
2023-10-03	1.6272056677908986
2023-10-04	-1.081645896873567
2023-10-05	-1.998478749791346
2023-10-06	-0.17010335035155832
2023-10-09	0.57777366347960272
2023-10-10	1.5368325407662438
2023-10-11	-0.67784209155806432
2023-10-12	-1.2330300275103418
2023-10-13	-4.3473956290048752
2023-10-16	-0.66925519594384216
2023-10-17	1.734504708908967
2023-10-18	1.4786734736663262
2023-10-19	3.1115551355288344
2023-10-20	-0.47295416869055496
2023-10-23	0.7046602738548664
2023-10-24	0.13442540532119152
2023-10-25	-0.45654716345387648
2023-10-26	-0.91425180594863728
2023-10-27	-2.04209277334114
2023-10-30	0.18711590213015984
2023-10-31	-1.083565300851646
2023-11-01	0.38057695057376904
2023-11-02	0.9171828933368888
2023-11-03	-1.5365123665042678
2023-11-06	1.0834397009463434
2023-11-07	2.7264212555854516
2023-11-08	-1.4784220626835234
2023-11-09	0.96458752391644016
2023-11-10	-2.9545050002806344
2023-11-13	-1.7915683133000012
2023-11-14	0.9653215495540952
2023-11-15	-0.63645192458525472
2023-11-16	-0.23636075557775936
2023-11-17	0.24159505746884992
2023-11-20	-3.5616246290951068
2023-11-21	-1.8157433494897004
2023-11-22	1.026412903519687
2023-11-23	-1.5728882411506304
2023-11-24	0.92008748249750096
2023-11-27	-2.4972366672687428
2023-11-28	-1.2727926127837196
2023-11-29	-1.0313689453955644
2023-11-30	1.5490880314827668
2023-12-01	-1.1563116168197566
2023-12-04	-0.59457274965630672
2023-12-05	0.8995292572909632
2023-12-06	-2.377672255957068
2023-12-07	0.61686665948067
2023-12-08	-2.0966492708019436
2023-12-11	0.055914413471305824
2023-12-12	0.26923285999766988
2023-12-13	1.011219100302581
2023-12-14	-2.435149963885796
2023-12-15	0.061661804396432544
2023-12-18	-0.9314274243422896
2023-12-19	-0.82968825282582912
2023-12-20	-0.326295201429444
2023-12-21	-0.15683842470953586
2023-12-22	0.17843247954853426
2023-12-25	1.0898000775852484
2023-12-26	0.63265644350724944
2023-12-27	1.1678674225959646
2023-12-28	2.0009337009088104
2023-12-29	1.9721215026341432
2024-01-01	1.5222049127547362
2024-01-02	1.3936376859406132
2024-01-03	0.569188906215176
2024-01-04	0.76647272226129776
2024-01-05	-0.33148193894914624
2024-01-08	3.3225291385144096
2024-01-09	0.58701927947881472
2024-01-10	-1.0639964145122214
2024-01-11	0.43321892367380424
2024-01-12	-0.49895248298297368
2024-01-15	-0.62853577320461472
2024-01-16	1.5977746751012958
2024-01-17	-0.066981600793669328
2024-01-18	-0.2909482128213098
2024-01-19	-0.12429011004461188
2024-01-22	2.0120250465832416
2024-01-23	2.6856587148980716
2024-01-24	-0.42773886157217024
2024-01-25	1.1023615526155078
2024-01-26	5.0171966598016752
2024-01-29	-1.8569044013455248
2024-01-30	0.6257198288542196
2024-01-31	-1.244398556619017
2024-02-01	0.79721192081753008
2024-02-02	0.70767091767628888
2024-02-05	3.5948343698308352
2024-02-06	-0.40290932397945768
2024-02-07	-2.4133141203471312
2024-02-08	1.5947205012849812
2024-02-09	-2.585007491497266
2024-02-12	-2.3046886173208932
2024-02-13	8.9164260490409616
2024-02-14	0.85708375775689904
2024-02-15	0.530604831069146
2024-02-16	-1.3685404781118682
2024-02-19	-0.2571345629461954
2024-02-20	-0.15058734330320588
2024-02-21	1.4363152332490366
2024-02-22	4.3218321708301192
2024-02-23	4.2981785629364296
2024-02-26	1.8227659717929328
2024-02-27	1.1117490793301066
2024-02-28	-3.3304357691693344
2024-02-29	-1.2450609956070294
2024-03-01	3.5855173001148492
2024-03-04	-0.0633387131822114
2024-03-05	-2.736940821166976
2024-03-06	1.8402744622550136
2024-03-07	-1.1120355534213476
2024-03-08	0.1373986780663743
2024-03-11	-1.6482049542258656
2024-03-12	0.65910405059911672
2024-03-13	2.6345027503487712
2024-03-14	1.2359874548122232
2024-03-15	-1.8016280098400344
2024-03-18	-3.7056470116328136
2024-03-19	0.2863593988496164
2024-03-20	-0.30759722297615788
2024-03-21	0.92831214776299168
2024-03-22	-1.120317226856477
2024-03-25	-0.59320300835725392
2024-03-26	-0.2909864486462954
