_date_	r_aapl
2023-07-03	NA
2023-07-04	-0.58888370265384184
2023-07-05	0.25055899964314676
2023-07-06	-0.59087725174258312
2023-07-07	-1.0915007890256234
2023-07-10	-0.28140801589833232
2023-07-11	0.89455128207207584
2023-07-12	0.4049171829612064
2023-07-13	0.078694969262915744
2023-07-14	1.7157482805000512
2023-07-17	-0.13410495500600916
2023-07-18	0.70469006101658848
2023-07-19	-1.0148811774170596
2023-07-20	-0.6180714095025408
2023-07-21	0.42112006613166384
2023-07-24	0.45034514411277368
2023-07-25	0.4534699071296444
2023-07-26	-0.660285206998612
2023-07-27	1.3417703459072782
2023-07-28	0.31608307120727376
2023-07-31	-0.4284986666686308
2023-08-01	-1.56111951506972
2023-08-02	-0.73485901060728048
2023-08-03	-4.9211283619558624
2023-08-04	-1.7404163101391034
2023-08-07	0.52974964465137832
2023-08-08	-0.89946388114787728
2023-08-09	-0.12355110478310394
2023-08-10	0.033748622716345268
2023-08-11	0.93495377043915088
2023-08-14	-1.1263640620973626
2023-08-15	-0.49714750283484928
2023-08-16	-1.4662094022192206
2023-08-17	0.28122230185303464
2023-08-18	0.77068926647001488
2023-08-21	0.78738997738660992
2023-08-22	2.1711542577016908
2023-08-23	-2.651916995697956
2023-08-24	1.2563991421813192
2023-08-25	0.88072357128341488
2023-08-28	2.1575657038637176
2023-08-29	1.8990902921625084
2023-08-30	0.11717073945378686
2023-08-31	0.84276805241119136
2023-09-01	0.12660213879076566
2023-09-04	-3.6449669811212008
2023-09-05	-2.9685688741092344
2023-09-06	0.34857228345535064
2023-09-07	0.6600785619251148
2023-09-08	-1.720795145618137
2023-09-11	-1.1925651584316022
2023-09-12	0.87442038866774048
2023-09-13	-0.41624980678571784
2023-09-14	1.6771869745299206
2023-09-15	0.6161786876313968
2023-09-18	-2.0194745636974432
2023-09-19	-0.89292921630566016
2023-09-20	0.49324329320219464
2023-09-21	0.73533305654986944
2023-09-22	-2.3676653879439512
2023-09-25	-0.89373696579668752
2023-09-26	0.15245363636848808
2023-09-27	0.30419382080566492
2023-09-28	1.472640782447332
2023-09-29	-0.78001381969494688
2023-10-02	0.72821356047327872
2023-10-03	0.71721948742329288
2023-10-04	1.4642743489011068
2023-10-05	0.84156042835816784
2023-10-06	-0.335781674654978
2023-10-09	0.78729214433588272
2023-10-10	0.50485133989814912
2023-10-11	-1.0345980473922544
2023-10-12	-0.072724284083758304
2023-10-13	-0.8823600378494056
2023-10-16	-0.74222971102502192
2023-10-17	-0.21632641763682516
2023-10-18	-1.4813414813637848
2023-10-19	0.069387339794957368
2023-10-20	0.25401207618642728
2023-10-23	-1.3583496766163882
2023-10-24	-2.49133504787018
2023-10-25	0.79376708165570512
2023-10-26	1.2230268020699598
2023-10-27	0.28148099900278112
2023-10-30	1.8565219027237844
2023-10-31	2.0482027217307852
2023-11-01	-0.51946599854293392
2023-11-02	1.4499555698193056
2023-11-03	1.4347439856654098
2023-11-06	0.58675824098877168
2023-11-07	-0.26280292954652396
2023-11-08	2.2954601609521676
2023-11-09	-0.86205940261105952
2023-11-10	1.418459521438109
2023-11-13	0.30363112956912632
2023-11-14	0.90015759893411488
2023-11-15	-0.010559975267643296
2023-11-16	0.92355190402733104
2023-11-17	-0.4239817159930048
2023-11-20	0.35083108805515904
2023-11-21	-0.70289733522734824
2023-11-22	-0.094804181346219712
2023-11-23	0.32089753119803888
2023-11-24	-0.54244122959179464
2023-11-27	0.30581851915751912
2023-11-28	0.67683130574645032
2023-11-29	-0.95096024056759984
2023-11-30	2.0844422531724584
2023-12-01	-0.57032300653832024
2023-12-04	1.0088251388181924
2023-12-05	0.73849783777015792
2023-12-06	-1.301169094864374
2023-12-07	0.78890605488375344
2023-12-08	1.6553650731832902
2023-12-11	0.075746269443488496
2023-12-12	-0.27294618242592604
2023-12-13	-0.85397218338849616
2023-12-14	0.53459051307278568
2023-12-15	-1.077175396966279
2023-12-18	-0.077029847178522464
2023-12-19	-0.55628940805707568
2023-12-20	-0.28449772066156952
2023-12-21	0.051774814820326752
2023-12-22	0.22238305212640696
2023-12-25	-0.54388684696045072
2023-12-26	-3.6442655120785264
2023-12-27	-0.75158350173074592
2023-12-28	-1.2781387012275936
2023-12-29	-0.40211519292068232
2024-01-01	2.3887305566653972
2024-01-02	-0.22659139771592508
2024-01-03	0.56552694398179784
2024-01-04	-0.32277243947316236
2024-01-05	0.17766324799231014
2024-01-08	-1.2393629016687946
2024-01-09	-0.51869059374887168
2024-01-10	3.2051434909344144
2024-01-11	1.5413612067394666
2024-01-12	1.2089868477445088
2024-01-15	0.6631309593146284
2024-01-16	-0.34900848503651716
2024-01-17	-0.16981141968477332
2024-01-18	-0.9053459189331648
2024-01-19	-0.35924332367986976
2024-01-22	-1.943337792988764
2024-01-23	-1.9547365177817964
2024-01-24	1.3252328848039952
2024-01-25	-0.54197495876726624
2024-01-26	0.97984774545727408
2024-01-29	0.85946161476453392
2024-01-30	0.058100565547114512
2024-01-31	-0.57712590995944168
2024-02-01	0.40854361886353272
2024-02-02	-0.90426474275044912
2024-02-05	-1.133832713446914
2024-02-06	-0.48213813398882976
2024-02-07	-0.15759509612154332
2024-02-08	-0.84661968065242736
2024-02-09	-0.41222726764358344
2024-02-12	0.41771833400385816
2024-02-13	1.11811889114799
2024-02-14	-1.00847842873808
2024-02-15	-0.7479214319047856
2024-02-16	0.80816996753592112
2024-02-19	-0.66474723962732792
2024-02-20	-0.36999441158087624
